chr	start	end	strand	ens	Symbol
chr9	61873663	61875663	-	ENSMUSG00000032278	Paqr5
chr9	108091715	108093715	-	ENSMUSG00000032589	Bsn
chr10	51309286	51311286	-	ENSMUSG00000019909	Fam162b
chr19	4710208	4712208	+	ENSMUSG00000067889	Spnb3
chr2	180189950	180191950	+	ENSMUSG00000038963	Slco4a1
chr15	76880100	76882100	-	ENSMUSG00000018893	Mb
chr15	97613786	97615786	+	ENSMUSG00000081534	Slc48a1
chr14	69788633	69790633	+	ENSMUSG00000044186	Nkx2-6
chr14	19163373	19165373	-	ENSMUSG00000021774	Ube2e1
chr15	88979036	88981036	-	ENSMUSG00000053137	Mapk11
chr11	102476860	102478860	-	ENSMUSG00000086105	Gm11636
chr6	48596233	48598233	+	ENSMUSG00000064262	Gimap8
chrX	133526694	133528694	+	ENSMUSG00000031428	Zcchc18
chr8	74034668	74036668	-	ENSMUSG00000034845	Plvap
chr17	28278261	28280261	+	ENSMUSG00000038677	Scube3
chr2	28301320	28303320	+	ENSMUSG00000035829	Ppp1r26
chr1	159341483	159343483	+	ENSMUSG00000049881	2810025M15Rik
chr7	31910964	31912964	-	ENSMUSG00000019194	Scn1b
chr10	28862802	28864802	+	ENSMUSG00000038916	6330407J23Rik
chr12	37107768	37109768	-	ENSMUSG00000091007	D630036H23Rik
chr16	92825311	92827311	-	ENSMUSG00000022952	Runx1
chr7	28056411	28058411	-	ENSMUSG00000083622	Gm15570
chr5	116532253	116534253	-	ENSMUSG00000079278	Tmem233
chr19	3685564	3687564	-	ENSMUSG00000024913	Lrp5
chr15	44618328	44620328	+	ENSMUSG00000085947	2310069G16Rik
chr10	62561904	62563904	+	ENSMUSG00000036816	Atoh7
chr3	37622412	37624412	-	ENSMUSG00000058174	Gm5148
chr4	119486167	119488167	+	ENSMUSG00000091688	Hivep3
chr17	35201333	35203333	+	ENSMUSG00000007044	Ly6g6c
chr11	50744135	50746135	-	ENSMUSG00000020335	Zfp354b
chr16	17207228	17209228	+	ENSMUSG00000071636	Rimbp3
chr1	25886502	25888502	+	ENSMUSG00000052558	Gm9884
chr13	97240115	97242115	-	ENSMUSG00000047117	Ankdd1b
chr12	92922105	92924105	+	ENSMUSG00000086689	Gm16876
chr12	31595533	31597533	+	ENSMUSG00000020669	Sh3yl1
chr4	85159231	85161231	+	ENSMUSG00000087349	Gm12680
chr2	158053958	158055958	-	ENSMUSG00000037813	D630003M21Rik
chr8	87501617	87503617	-	ENSMUSG00000052837	Junb
chr14	80060977	80062977	-	ENSMUSG00000022025	Lect1
chr6	137118018	137120018	-	ENSMUSG00000030222	Rerg
chr4	153323612	153325612	-	ENSMUSG00000086272	BC039966
chr2	143370892	143372892	+	ENSMUSG00000027419	Pcsk2
chr9	35365055	35367055	-	ENSMUSG00000032101	Ddx25
chr19	36810143	36812143	-	ENSMUSG00000067279	Ppp1r3c
chr2	72197304	72199304	+	ENSMUSG00000084261	Gm13635
chr3	90415816	90417816	+	ENSMUSG00000001025	S100a6
chr6	42322267	42324267	-	ENSMUSG00000029859	Epha1
chr14	33079934	33081934	-	ENSMUSG00000091570	Gm7707
chr5	115643390	115645390	-	ENSMUSG00000029544	Cabp1
chr16	17758711	17760711	+	ENSMUSG00000022750	Klhl22
chr11	32000228	32002228	-	ENSMUSG00000086386	Gm12108
chr1	83034023	83036023	-	ENSMUSG00000038496	Slc19a3
chr17	35330384	35332384	+	ENSMUSG00000024399	Ltb
chr10	4423141	4425141	+	ENSMUSG00000019775	Rgs17
chr7	51640190	51642190	-	ENSMUSG00000008028	1700008O03Rik
chr11	77302356	77304356	+	ENSMUSG00000091461	2210008F06Rik
chr4	82697243	82699243	-	ENSMUSG00000059049	Frem1
chr4	82504862	82506862	-	ENSMUSG00000028403	Zdhhc21
chr9	67607015	67609015	-	ENSMUSG00000055125	M5C1000I18Rik
chr13	105076953	105078953	+	ENSMUSG00000046169	Adamts6
chr19	4697315	4699315	-	ENSMUSG00000071691	Gm960
chr9	58051126	58053126	-	ENSMUSG00000051243	Islr2
chr10	78180038	78182038	-	ENSMUSG00000005355	Casp14
chr18	70084080	70086080	+	ENSMUSG00000038903	Ccdc68
chr11	3813667	3815667	-	ENSMUSG00000048807	Slc35e4
chr3	108336068	108338068	+	ENSMUSG00000027886	1700013F07Rik
chr5	144030701	144032701	-	ENSMUSG00000046658	Zfp316
chr5	147655647	147657647	+	ENSMUSG00000029641	Rasl11a
chr12	71447601	71449601	-	ENSMUSG00000021071	Trim9
chr8	124983592	124985592	-	ENSMUSG00000006587	Snai3
chr2	140496205	140498205	-	ENSMUSG00000051379	Flrt3
chr2	155205795	155207795	+	ENSMUSG00000038375	Trp53inp2
chr13	22105337	22107337	+	ENSMUSG00000085827	Gm11290
chr17	66798090	66800090	-	ENSMUSG00000052105	1110012J17Rik
chr14	31826552	31828552	-	ENSMUSG00000077212	Snord69
chr6	35257131	35259131	-	ENSMUSG00000029843	Slc13a4
chr11	99282573	99284573	-	ENSMUSG00000020912	Krt12
chr6	47779866	47781866	-	ENSMUSG00000051499	Zfp786
chr11	94602096	94604096	+	ENSMUSG00000020870	Cdc34-ps
chr18	45427659	45429659	+	ENSMUSG00000054477	Kcnn2
chr3	121234262	121236262	-	ENSMUSG00000039865	Slc44a3
chr11	101746551	101748551	+	ENSMUSG00000085594	Gm11551
chr15	101615889	101617889	-	ENSMUSG00000056605	Krt72-ps
chrX	45637603	45639603	-	ENSMUSG00000085283	9530027J09Rik
chr8	87140083	87142083	-	ENSMUSG00000086067	Gm16183
chr13	54150027	54152027	-	ENSMUSG00000021478	Drd1a
chr18	42109848	42111848	-	ENSMUSG00000056671	Prelid2
chr13	48355796	48357796	+	ENSMUSG00000021379	Id4
chr13	58213953	58215953	-	ENSMUSG00000014164	Klhl3
chr5	150241281	150243281	+	ENSMUSG00000029660	4930588N13Rik
chr14	16270501	16272501	-	ENSMUSG00000045201	Lrrc3b
chr15	25772019	25774019	+	ENSMUSG00000022270	Fam134b
chr17	43704047	43706047	+	ENSMUSG00000023913	Pla2g7
chr10	79178379	79180379	+	ENSMUSG00000020331	Hcn2
chr13	54286498	54288498	+	ENSMUSG00000034987	Hrh2
chr2	104582035	104584035	-	ENSMUSG00000027173	Depdc7
chr10	14479027	14481027	+	ENSMUSG00000019865	Nmbr
chr8	126038363	126040363	-	ENSMUSG00000031970	Dbndd1
chr5	108816410	108818410	+	ENSMUSG00000029491	Pde6b
chr5	130089089	130091089	+	ENSMUSG00000029436	Mmp17
chr14	58617099	58619099	-	ENSMUSG00000021973	Efha1
chr15	81673129	81675129	-	ENSMUSG00000069439	Gm8444
chr8	4086543	4088543	+	ENSMUSG00000074482	Gm16589
chr3	138188155	138190155	+	ENSMUSG00000028156	Eif4e
chr6	147994781	147996781	+	ENSMUSG00000030303	Far2
chrX	100687895	100689895	+	ENSMUSG00000084867	Enox
chr10	80714680	80716680	+	ENSMUSG00000004933	Matk
chr7	134071393	134073393	+	ENSMUSG00000030685	Kctd13
chr6	88824038	88826038	-	ENSMUSG00000033152	Podxl2
chr8	127354598	127356598	+	ENSMUSG00000090118	Gm16163
chr15	41700266	41702266	-	ENSMUSG00000042895	Abra
chr18	50212498	50214498	-	ENSMUSG00000086600	C030005K06Rik
chr15	71557268	71559268	-	ENSMUSG00000036800	Fam135b
chr9	3024417	3026417	+	ENSMUSG00000074561	Gm10717
chr7	109397637	109399637	-	ENSMUSG00000073982	Rhog
chr16	4212404	4214404	-	ENSMUSG00000022521	Crebbp
chr4	11335959	11337959	+	ENSMUSG00000067549	Gm17283
chr5	24096932	24098932	+	ENSMUSG00000076387	Mir671
chr1	44607356	44609356	+	ENSMUSG00000056870	Gulp1
chr4	45860536	45862536	+	ENSMUSG00000028327	1300002K09Rik
chr14	58723966	58725966	-	ENSMUSG00000091132	Gm17109
chr15	26237803	26239803	+	ENSMUSG00000022269	Feb-07
chr18	80242634	80244634	+	ENSMUSG00000056214	Pard6g
chr15	89206179	89208179	-	ENSMUSG00000022615	Tymp
chr13	89878065	89880065	+	ENSMUSG00000089940	Gm4117
chr6	81990037	81992037	+	ENSMUSG00000035104	Fam176a
chr9	99607818	99609818	+	ENSMUSG00000089655	Gm16004
chr5	130174974	130176974	-	ENSMUSG00000051034	Zfp11
chr4	135128545	135130545	-	ENSMUSG00000037188	Grhl3
chr13	3632278	3634278	+	ENSMUSG00000033781	Asb13
chr10	61440856	61442856	-	ENSMUSG00000058806	Col13a1
chr3	89125887	89127887	-	ENSMUSG00000028039	Efna3
chr1	172039632	172041632	-	ENSMUSG00000026674	Ddr2
chr14	31438396	31440396	-	ENSMUSG00000021948	Prkcd
chr5	122497391	122499391	+	ENSMUSG00000087386	Gm15637
chr17	47830685	47832685	-	ENSMUSG00000079444	Prickle4
chr8	12756014	12758014	+	ENSMUSG00000031441	Atp11a
chr14	115442379	115444379	+	ENSMUSG00000065442	Mir20a
chr2	118751233	118753233	+	ENSMUSG00000074916	Chst14
chr17	46865117	46867117	-	ENSMUSG00000002769	Gnmt
chr1	111877904	111879904	+	ENSMUSG00000026312	Cdh7
chr9	111591852	111593852	-	ENSMUSG00000032502	Stac
chr1	15881803	15883803	-	ENSMUSG00000032719	Gm106
chr7	64641558	64643558	-	ENSMUSG00000055026	Gabrg3
chr3	114605996	114607996	+	ENSMUSG00000027965	Olfm3
chr4	106476603	106478603	-	ENSMUSG00000034853	Acot11
chr12	88540700	88542700	+	ENSMUSG00000090812	Samd15
chr15	101053552	101055552	-	ENSMUSG00000087511	A330009N23Rik
chr9	44606390	44608390	-	ENSMUSG00000002032	Tmem25
chr2	66093674	66095674	-	ENSMUSG00000034848	Ttc21b
chr11	104091704	104093704	+	ENSMUSG00000018411	Mapt
chr3	80605713	80607713	-	ENSMUSG00000033981	Gria2
chr2	34816292	34818292	-	ENSMUSG00000026875	Traf1
chr9	27105813	27107813	+	ENSMUSG00000034275	Igsf9b
chr2	38786498	38788498	+	ENSMUSG00000046618	Olfml2a
chr3	145420639	145422639	+	ENSMUSG00000028194	Ddah1
chr13	96247610	96249610	-	ENSMUSG00000021679	S100z
chr14	115441893	115443893	+	ENSMUSG00000065508	Mir17
chr11	69578414	69580414	+	ENSMUSG00000018750	Zbtb4
chr1	171460595	171462595	-	ENSMUSG00000026683	Nuf2
chr5	143083754	143085754	-	ENSMUSG00000039533	Mmd2
chr1	55282095	55284095	+	ENSMUSG00000073675	Gm10561
chr3	69401783	69403783	-	ENSMUSG00000043300	B3galnt1
chr2	25283223	25285223	+	ENSMUSG00000026944	Abca2
chr8	128999312	129001312	-	ENSMUSG00000074026	Gm6091
chr5	49915143	49917143	-	ENSMUSG00000029088	Kcnip4
chr3	36511399	36513399	-	ENSMUSG00000037325	Bbs7
chr15	74550664	74552664	+	ENSMUSG00000056665	4930572J05Rik
chr15	91502606	91504606	+	ENSMUSG00000036273	Lrrk2
chr11	94796538	94798538	+	ENSMUSG00000001506	Col1a1
chr6	77928693	77930693	-	ENSMUSG00000063063	Ctnna2
chr16	72662394	72664394	+	ENSMUSG00000022883	Robo1
chr2	101722184	101724184	-	ENSMUSG00000032841	Prr5l
chr7	116225845	116227845	-	ENSMUSG00000048330	Ric3
chr15	5070135	5072135	-	ENSMUSG00000068706	Gm10250
chr1	174258394	174260394	-	ENSMUSG00000038026	Kcnj9
chr1	167123564	167125564	-	ENSMUSG00000040848	Sft2d2
chr17	34212107	34214107	-	ENSMUSG00000092383	Gm9566
chr4	133073878	133075878	+	ENSMUSG00000037600	1810019J16Rik
chr7	73005878	73007878	-	ENSMUSG00000093405	Gm20684
chr8	23169777	23171777	-	ENSMUSG00000006567	Atp7b
chr6	90411570	90413570	+	ENSMUSG00000030087	Klf15
chr13	81101149	81103149	+	ENSMUSG00000085266	9330111N05Rik
chr14	96917321	96919321	-	ENSMUSG00000022076	Klhl1
chr1	169527515	169529515	+	ENSMUSG00000015843	Rxrg
chr2	135876975	135878975	+	ENSMUSG00000027270	6330527O06Rik
chr3	94201439	94203439	+	ENSMUSG00000044505	Lingo4
chr2	180066562	180068562	+	ENSMUSG00000056061	Gm14318
chr17	72952049	72954049	-	ENSMUSG00000055471	Alk
chr2	168426157	168428157	-	ENSMUSG00000027544	Nfatc2
chr12	4775073	4777073	-	ENSMUSG00000050545	A830093I24Rik
chr1	21948923	21950923	+	ENSMUSG00000085163	Gm16705
chr12	47918762	47920762	-	ENSMUSG00000021047	Nova1
chr9	25288132	25290132	+	ENSMUSG00000036611	Eepd1
chr16	50731862	50733862	-	ENSMUSG00000022639	5330426P16Rik
chr14	69807695	69809695	+	ENSMUSG00000022061	Nkx3-1
chr15	98208628	98210628	-	ENSMUSG00000056184	Olfr283
chr12	99815150	99817150	-	ENSMUSG00000033854	Kcnk10
chr7	137976951	137978951	+	ENSMUSG00000093098	Mir5102
chr17	11032177	11034177	-	ENSMUSG00000037196	Pacrg
chr6	99337493	99339493	-	ENSMUSG00000093559	Gm20705
chr11	82804332	82806332	-	ENSMUSG00000069793	Slfn9
chr5	20691085	20693085	+	ENSMUSG00000039934	Pion
chr13	74428779	74430779	-	ENSMUSG00000021575	Ahrr
chr6	72329462	72331462	-	ENSMUSG00000073002	Vamp5
chr12	81536588	81538588	-	ENSMUSG00000049106	Dcaf5
chr12	103792179	103794179	+	ENSMUSG00000021194	Chga
chr11	50654054	50656054	-	ENSMUSG00000044296	Zfp879
chr9	121668151	121670151	+	ENSMUSG00000013419	Zfp651
chr7	129814258	129816258	+	ENSMUSG00000066189	Cacng3
chr4	118031595	118033595	+	ENSMUSG00000006395	Hyi
chr6	34303119	34305119	+	ENSMUSG00000029762	Akr1b8
chr3	88423983	88425983	-	ENSMUSG00000093390	Gm20652
chr19	44060046	44062046	-	ENSMUSG00000025196	Cpn1
chr10	79075763	79077763	-	ENSMUSG00000045912	C2cd4c
chr7	3219344	3221344	+	ENSMUSG00000078035	Mir293
chr9	118960896	118962896	+	ENSMUSG00000038775	Vill
chr15	101647600	101649600	-	ENSMUSG00000064201	Krt2
chr6	45009060	45011060	+	ENSMUSG00000039419	Cntnap2
chr16	41531971	41533971	+	ENSMUSG00000061080	Lsamp
chr1	95581271	95583271	+	ENSMUSG00000026278	Bok
chr17	24486974	24488974	-	ENSMUSG00000035435	Abca17
chr15	95485391	95487391	-	ENSMUSG00000045608	Dbx2
chr16	10787748	10789748	-	ENSMUSG00000043050	Tnp2
chr6	97566535	97568535	-	ENSMUSG00000030064	Frmd4b
chr7	122070240	122072240	-	ENSMUSG00000046411	Gm6816
chr9	107198523	107200523	-	ENSMUSG00000091366	Gm17040
chr13	24025025	24027025	-	ENSMUSG00000050799	Hist1h2ba
chr8	70799466	70801466	+	ENSMUSG00000053886	Sh2d4a
chr6	126484573	126486573	-	ENSMUSG00000045534	Kcna5
chr12	4775101	4777101	+	ENSMUSG00000020639	Pfn4
chr14	55510337	55512337	+	ENSMUSG00000022194	Pabpn1
chr7	31242334	31244334	+	ENSMUSG00000006649	Nphs1
chr5	145305756	145307756	+	ENSMUSG00000059991	Nptx2
chr18	9706646	9708646	+	ENSMUSG00000036103	Colec12
chr13	74257963	74259963	+	ENSMUSG00000036123	Slc9a3
chr9	70503981	70505981	-	ENSMUSG00000042444	Fam63b
chr5	37728717	37730717	+	ENSMUSG00000050248	Evc2
chrX	91611116	91613116	-	ENSMUSG00000043549	4932442L08Rik
chr1	177420261	177422261	-	ENSMUSG00000026527	Rgs7
chr4	9696732	9698732	+	ENSMUSG00000085558	4930412C18Rik
chr11	71562422	71564422	+	ENSMUSG00000020811	Wscd1
chr3	96632207	96634207	+	ENSMUSG00000038298	Pdzk1
chr5	73038035	73040035	+	ENSMUSG00000067219	Nipal1
chr11	11456424	11458424	+	ENSMUSG00000087452	Gm11998
chr11	114112157	114114157	+	ENSMUSG00000075431	Gm11691
chr1	182192569	182194569	-	ENSMUSG00000010609	Psen2
chr8	26628267	26630267	+	ENSMUSG00000091895	Fgfr1
chr2	132498725	132500725	-	ENSMUSG00000084089	Gm14099
chr14	34766208	34768208	+	ENSMUSG00000041534	Rbp3
chr12	114187723	114189723	-	ENSMUSG00000090980	Gm17274
chr8	87469890	87471890	+	ENSMUSG00000048617	Rtbdn
chr13	73984079	73986079	-	ENSMUSG00000021567	Nkd2
chr4	141572813	141574813	+	ENSMUSG00000085761	4930455G09Rik
chr1	135696618	135698618	-	ENSMUSG00000026463	Atp2b4
chr10	9619877	9621877	-	ENSMUSG00000019790	Stxbp5
chr9	3029337	3031337	+	ENSMUSG00000091599	Gm10716
chr5	72090171	72092171	+	ENSMUSG00000029212	Gabrb1
chr16	60603592	60605592	+	ENSMUSG00000089685	Gm9017
chr13	45601813	45603813	+	ENSMUSG00000000253	Gmpr
chr2	63935095	63937095	-	ENSMUSG00000075324	Fign
chr16	90143014	90145014	-	ENSMUSG00000002489	Tiam1
chr14	56128282	56130282	+	ENSMUSG00000022212	Cpne6
chr19	5472973	5474973	+	ENSMUSG00000024909	Efemp2
chr13	56344301	56346301	-	ENSMUSG00000087493	4930550C17Rik
chr17	36002831	36004831	-	ENSMUSG00000087443	5530401N12Rik
chr2	32236458	32238458	-	ENSMUSG00000039195	1110008P14Rik
chr10	105906824	105908824	-	ENSMUSG00000079044	C230021G24Rik
chr5	15185528	15187528	+	ENSMUSG00000089871	Speer7-ps1
chr7	108159505	108161505	-	ENSMUSG00000032860	P2ry2
chr15	102848367	102850367	+	ENSMUSG00000075394	Hoxc4
chr11	62544407	62546407	-	ENSMUSG00000005267	Zfp287
chr2	180953718	180955718	+	ENSMUSG00000047841	BC051628
chr14	125075349	125077349	-	ENSMUSG00000025551	Fgf14
chr11	90548680	90550680	-	ENSMUSG00000020541	Tom1l1
chr5	123228391	123230391	-	ENSMUSG00000029471	Camkk2
chr10	49507572	49509572	-	ENSMUSG00000056073	Grik2
chr19	60219592	60221592	+	ENSMUSG00000053117	E330013P04Rik
chr18	20217055	20219055	-	ENSMUSG00000024331	Dsc2
chr18	37459453	37461453	+	ENSMUSG00000045498	Pcdhb3
chr17	36384766	36386766	+	ENSMUSG00000092392	Gm20546
chr6	100653728	100655728	+	ENSMUSG00000030074	Gxylt2
chr19	4438432	4440432	-	ENSMUSG00000041845	Rhod
chr3	89062280	89064280	+	ENSMUSG00000042737	Dpm3
chr1	145623408	145625408	+	ENSMUSG00000018189	Uchl5
chr7	147339776	147341776	-	ENSMUSG00000045733	Sprn
chr1	74170021	74172021	-	ENSMUSG00000055322	Tns1
chr10	79600377	79602377	+	ENSMUSG00000003072	Atp5d
chr16	23889930	23891930	-	ENSMUSG00000004366	Sst
chr4	149328152	149330152	-	ENSMUSG00000039911	Spsb1
chr15	101053638	101055638	+	ENSMUSG00000000531	Grasp
chr11	69181928	69183928	-	ENSMUSG00000018474	Chd3
chr15	37721325	37723325	-	ENSMUSG00000051359	Ncald
chr13	21878330	21880330	+	ENSMUSG00000069308	Hist1h2bp
chr11	96730509	96732509	+	ENSMUSG00000083651	Gm11524
chr15	100591178	100593178	+	ENSMUSG00000023032	Slc4a8
chr18	78032042	78034042	+	ENSMUSG00000025429	Pstpip2
chr7	31757823	31759823	+	ENSMUSG00000046826	Fam187b
chr5	30763305	30765305	-	ENSMUSG00000062372	Otof
chr13	74145802	74147802	-	ENSMUSG00000085881	Gm15912
chr2	49473818	49475818	+	ENSMUSG00000026764	Kif5c
chr1	34616788	34618788	-	ENSMUSG00000037529	Prss40
chr13	29946543	29948543	-	ENSMUSG00000006191	Cdkal1
chr13	8201112	8203112	+	ENSMUSG00000052551	Adarb2
chr3	5211838	5213838	+	ENSMUSG00000074728	Gm10748
chr6	114346930	114348930	+	ENSMUSG00000053004	Hrh1
chr17	27022120	27024120	-	ENSMUSG00000078838	Gm17382
chr10	80892750	80894750	-	ENSMUSG00000055053	Nfic
chr11	120808794	120810794	+	ENSMUSG00000025161	Slc16a3
chr11	70135130	70137130	-	ENSMUSG00000018907	Alox12e
chrX	41720519	41722519	-	ENSMUSG00000050926	Dcaf12l2
chr6	82888763	82890763	-	ENSMUSG00000000627	Sema4f
chr2	130222310	130224310	-	ENSMUSG00000027408	Cpxm1
chr2	87336250	87338250	-	ENSMUSG00000025839	Pramel7
chr7	104229261	104231261	+	ENSMUSG00000004508	Gab2
chr7	50744445	50746445	-	ENSMUSG00000013367	Iglon5
chr4	35103733	35105733	-	ENSMUSG00000073910	Mob3b
chr10	21409651	21411651	+	ENSMUSG00000056716	Gm5420
chr16	37384048	37386048	-	ENSMUSG00000022829	Stxbp5l
chr2	91815021	91817021	-	ENSMUSG00000040479	Dgkz
chr14	62910800	62912800	-	ENSMUSG00000048281	Dleu7
chr10	75243159	75245159	-	ENSMUSG00000001665	Gstt3
chr6	91776244	91778244	-	ENSMUSG00000030098	Grip2
chr1	43219806	43221806	-	ENSMUSG00000008136	Fhl2
chr3	121425455	121427455	+	ENSMUSG00000028128	F3
chr9	35365180	35367180	+	ENSMUSG00000032103	Pus3
chr9	40337740	40339740	+	ENSMUSG00000090869	Gm17540
chr12	118488290	118490290	+	ENSMUSG00000065538	Mir153
chr1	162722069	162724069	-	ENSMUSG00000026721	Rabgap1l
chr11	98145696	98147696	+	ENSMUSG00000093673	Gm20644
chr6	60778849	60780849	-	ENSMUSG00000025889	Snca
chr12	31949099	31951099	+	ENSMUSG00000002900	Lamb1
chr7	52660330	52662330	+	ENSMUSG00000038201	Kcna7
chr9	21115777	21117777	-	ENSMUSG00000003309	Ap1m2
chr19	57388409	57390409	-	ENSMUSG00000025085	Ablim1
chr11	75267219	75269219	-	ENSMUSG00000045374	Wdr81
chr2	167515677	167517677	+	ENSMUSG00000006462	A530013C23Rik
chr12	37039756	37041756	+	ENSMUSG00000036169	Sostdc1
chr11	11361411	11363411	-	ENSMUSG00000020193	Zpbp
chr8	3664762	3666762	+	ENSMUSG00000013974	1810033B17Rik
chr11	88830566	88832566	+	ENSMUSG00000033983	Coil
chr8	87460258	87462258	-	ENSMUSG00000053693	Mast1
chr1	158868757	158870757	-	ENSMUSG00000026594	Ralgps2
chrX	68616935	68618935	+	ENSMUSG00000015214	Mtmr1
chr15	56525094	56527094	-	ENSMUSG00000022367	Has2
chr2	31804780	31806780	+	ENSMUSG00000001864	Aif1l
chr17	32325494	32327494	-	ENSMUSG00000037577	Ephx3
chr17	35875751	35877751	-	ENSMUSG00000092219	Gm20443
chr11	103078746	103080746	-	ENSMUSG00000044787	4933400C05Rik
chrX	19867933	19869933	-	ENSMUSG00000037341	Slc9a7
chr2	98501394	98503394	+	ENSMUSG00000075015	Gm10801
chr3	101180048	101182048	+	ENSMUSG00000042035	Igsf3
chr8	58772349	58774349	+	ENSMUSG00000031613	Hpgd
chr14	70606444	70608444	-	ENSMUSG00000022091	Sorbs3
chr5	23869628	23871628	+	ENSMUSG00000028978	Nos3
chr16	57753850	57755850	-	ENSMUSG00000068196	Col8a1
chr6	50545631	50547631	-	ENSMUSG00000029828	4921507P07Rik
chr18	37672306	37674306	+	ENSMUSG00000044022	Pcdhb21
chr19	4614667	4616667	-	ENSMUSG00000045045	Lrfn4
chr11	77302180	77304180	-	ENSMUSG00000037907	Ankrd13b
chr9	57910595	57912595	+	ENSMUSG00000032327	Stra6
chr5	48373394	48375394	+	ENSMUSG00000031558	Slit2
chr11	8947597	8949597	+	ENSMUSG00000040978	Gm11992
chr9	85734987	85736987	+	ENSMUSG00000035274	Tpbg
chr13	24371664	24373664	-	ENSMUSG00000021338	Lrrc16a
chr15	18747702	18749702	+	ENSMUSG00000022321	Cdh10
chr4	150025283	150027283	-	ENSMUSG00000039838	Slc45a1
chr10	78214812	78216812	-	ENSMUSG00000078442	Ccdc105
chr17	62955056	62957056	-	ENSMUSG00000090425	Efna5
chr13	47217089	47219089	+	ENSMUSG00000038068	Rnf144b
chr2	169713003	169715003	-	ENSMUSG00000086463	Gm16898
chr11	96627116	96629116	+	ENSMUSG00000085242	Gm11537
chr4	149149361	149151361	+	ENSMUSG00000085368	Gm16188
chr7	139767081	139769081	-	ENSMUSG00000030934	Oat
chr3	58809900	58811900	+	ENSMUSG00000056476	Med12l
chr9	100470504	100472504	-	ENSMUSG00000070287	Tmem22
chr2	118604455	118606455	+	ENSMUSG00000040035	Disp2
chr9	20835482	20837482	+	ENSMUSG00000032174	Icam5
chr11	94901668	94903668	-	ENSMUSG00000038967	Pdk2
chr3	151928284	151930284	-	ENSMUSG00000039103	Nexn
chr12	100801051	100803051	+	ENSMUSG00000085349	Gm16956
chr9	106557440	106559440	-	ENSMUSG00000023192	Grm2
chr11	96734262	96736262	-	ENSMUSG00000087117	Gm11523
chr11	94621496	94623496	-	ENSMUSG00000075611	Gm11545
chr5	112820233	112822233	-	ENSMUSG00000029348	Asphd2
chr2	160697734	160699734	-	ENSMUSG00000035877	Zhx3
chr4	44676287	44678287	+	ENSMUSG00000086211	Gm12462
chr11	50756267	50758267	-	ENSMUSG00000072983	4933414I15Rik
chr6	145694268	145696268	+	ENSMUSG00000030259	Rassf8
chr3	108041829	108043829	-	ENSMUSG00000083462	Gm12501
chr17	39984772	39986772	-	ENSMUSG00000045999	AY036118
chr2	167014655	167016655	-	ENSMUSG00000050556	Kcnb1
chr3	83644689	83646689	-	ENSMUSG00000027995	Tlr2
chr3	122431076	122433076	+	ENSMUSG00000053965	Pde5a
chr2	152933204	152935204	+	ENSMUSG00000003283	Hck
chr9	66005030	66007030	+	ENSMUSG00000032380	Dapk2
chr13	89881117	89883117	-	ENSMUSG00000021614	Vcan
chr3	5575239	5577239	-	ENSMUSG00000040374	Pxmp3
chr19	25073019	25075019	+	ENSMUSG00000052085	Dock8
chr17	37078863	37080863	+	ENSMUSG00000036492	Rnf39
chr4	107703942	107705942	-	ENSMUSG00000028600	Podn
chr2	32816134	32818134	-	ENSMUSG00000026792	Lrsam1
chr2	157384814	157386814	+	ENSMUSG00000067786	Nnat
chr17	75403908	75405908	+	ENSMUSG00000001870	Ltbp1
chr17	24786250	24788250	-	ENSMUSG00000002504	Slc9a3r2
chr16	36693064	36695064	+	ENSMUSG00000022900	Ildr1
chr10	89082998	89084998	-	ENSMUSG00000019935	Slc17a8
chr9	41389009	41391009	+	ENSMUSG00000093354	Mir125b-1
chr7	128876993	128878993	+	ENSMUSG00000000216	Scnn1g
chr3	109142571	109144571	+	ENSMUSG00000033721	Vav3
chr1	83403775	83405775	-	ENSMUSG00000026163	Sphkap
chr8	108691775	108693775	+	ENSMUSG00000031904	Slc7a6
chr15	100134248	100136248	+	ENSMUSG00000054619	Mettl7a1
chr17	66868057	66870057	-	ENSMUSG00000023460	Rab12
chr9	102407078	102409078	+	ENSMUSG00000035606	Ky
chr11	104468314	104470314	+	ENSMUSG00000020689	Itgb3
chr11	68244623	68246623	+	ENSMUSG00000020901	Pik3r5
chr2	150493236	150495236	-	ENSMUSG00000027452	Acss1
chr5	73796315	73798315	+	ENSMUSG00000029154	Cwh43
chr11	116555182	116557182	-	ENSMUSG00000057286	St6galnac2
chr2	68668074	68670074	+	ENSMUSG00000082836	Gm13612
chr11	72972923	72974923	+	ENSMUSG00000005950	P2rx5
chr18	36674459	36676459	-	ENSMUSG00000024486	Hbegf
chr9	64022230	64024230	+	ENSMUSG00000065829	Snord16a
chr13	113825191	113827191	+	ENSMUSG00000076146	Mir449c
chr1	182412598	182414598	-	ENSMUSG00000053963	6330403A02Rik
chr19	8962393	8964393	+	ENSMUSG00000071653	1810009A15Rik
chr2	118992509	118994509	+	ENSMUSG00000046814	Gchfr
chr8	107799347	107801347	+	ENSMUSG00000014776	Nol3
chr11	109688360	109690360	-	ENSMUSG00000020617	1700012B07Rik
